coronavirus,712
COVID-19,662
mask,630
European,563
Response,504
Mechanism,440
health,433
Civil,385
protection,355
medical,351
Union,350
outbreak,350
Emergency,344
investment,334
Protection,330
control,325
public,321
respiratory,312
recovery,301
trial,300
testing,295
conference,295
measures,277
equipment,276
mechanism,274
extracorporeal,271
oxygenation,271
test,270
protective,264
hand,264
membrane,256
arrangements,254
personal,244
disease,240
crisis,238
direct,237
instrument,236
material,235
Recovery,231
study,227
virus,225
screening,224
community,222
respirator,222
support,221
Community,220
measure,211
clinical,211
asymptomatic,210
syndrome,201
positive,201
Crisis,198
worker,188
ECMO,185
moratorium,184
Facility,178
acute,174
short-time,170
gel,165
system,164
Instrument,164
novel,163
Global,157
Plan,156
immunity,154
plan,154
Support,153
Coronavirus,148
response,147
working,145
emergency,145
foreign,144
face,144
containment,142
medicine,139
Integrated,138
Political,138
critical,137
individual,137
payment,137
Alliance,136
non-pharmaceutical,136
pharmacy,132
event,132
case,130
distancing,129
lifting,129
chain,124
ventilator,124
care,123
Unemployment,122
pandemic,122
international,121
adaptive,121
distance,120
Middle,119
East,119
protein,118
tracing,118
Initiative,117
cross-border,116
infection,114
learning,114
COSME,114
civil,113
severe,111
transmission,111
pre-clinical,110
Coordination,108
online,106
contact,106
use,105
vaccine,104
drug,104
intervention,104
glove,104
procedure,102
coordination,101
staff,100
professional,100
alcohol-based,99
rating,96
scheme,96
call,94
arrangement,94
device,93
Centre,93
IPCR,92
holiday,92
2019-nCoV,90
pledging,90
antiviral,90
moratoria,88
mitigation,87
product,85
preclinical,84
within,84
pneumonia,83
substance,83
credit,83
assistance,83
pharmaceutical,83
FFP,82
swab,82
patient,81
SARS-CoV-2,79
global,79
disinfectant,79
market,78
procurement,78
viral,78
Gavi,78
plasma,77
near-patient,76
Programme,75
spike,75
team,75
Investment,75
SURE,75
active,74
State,73
strategy,73
Reinsurance,72
Scheme,72
Health,72
restrictions,72
education,71
System,70
randomised,70
framework,70
private,70
isolation,69
curve,69
rules-based,68
management,68
fostering,68
capacities,68
sanitiser,66
sanitizer,66
essential,66
teaching,64
AAA,64
triple-A,64
venoarterial,64
veno-arterial,64
EFG,64
resilience,64
intensive,63
Diseases,63
suit,63
Guarantee,63
diagnostic,62
dispensing,62
workers,62
venovenous,62
rapid,62
Center,62
responsible,60
Wuhan,60
seafood,60
antigen,60
clause,60
aid,60
epidemic,59
development,59
Committee,58
randomized,58
home,58
one-off,57
multi-centre,57
FDI,57
emergencies,57
research,57
purchase,56
social,56
lockdown,56
audioconference,56
interstitial,55
work,55
CPM,55
UCPM,55
facilitate,55
reinforced,55
cooperation,55
interventions,55
ECPM,55
confinement,55
roadmap,55
Marshall,54
Europe,54
off-label,53
chemical,52
Vaccine,52
InnovFin,52
Infectious,52
statutory,52
bronchoalveolar,52
examination,52
video,51
glycoprotein,51
investigational,50
unemployment,50
Joint,50
Procurement,50
Agreement,50
veno-arterial-venous,50
mitigate,50
Risks,50
particulate,50
LGF,50
strategic,50
epidemiological,49
Preparedness,49
point-of-care,49
false,49
NPI,49
exit,49
survey,48
Early,48
Warning,48
donor,48
magistral,48
advantage,48
short,48
infectious,48
corona,47
serological,47
syndrome-related,47
Fund,47
anaesthetic,46
(IPCR),46
Arrangements,46
co-ordination,46
ipcr,46
CCA,46
unusual,46
Respiratory,46
Syndrome,46
application,46
meeting,45
safety,45
common,45
physical,45
first,45
flattening,45
surgical,45
facemask,45
procedural,45
facemasks,45
Temporary,45
Framework,45
medicinal,44
COVID19,44
CMSS,44
movement,44
action,44
viable,44
webconferencing,43
Assistance,43
filtering,43
mortality,42
decentralised,42
Security,42
eyewear,42
temporary,42
defences,42
sovereign,42
border,41
facepiece,41
filter,41
maintenance-free,41
dust,41
FFP1,41
FFP2,41
FFP3,41
house,41
DFI,40
design,40
life,40
ECLS,40
corporeal,40
countermeasures,39
programme,38
countermeasure,38
distress,38
commuter,38
Roadmap,38
carrier,37
major,37
NGEU,37
parenteral,36
LVP,36
solution,36
authorisation,36
panic,36
advance,36
commitment,36
PMMA,36
poly(methyl,36
methacrylate),36
polymethyl,36
methacrylate,36
plexiglass,36
healthcare,35
oxygen,35
resuscitation,34
triage,33
Immunization,33
immunisation,33
rub,33
hydroalcoholic,33
sanitising,33
hydro-alcoholic,33
sanitizing,33
Humanitarian,33
investigation,32
therapy,32
warning,32
VA-ECMO,32
green,32
sero-epidemiological,32
particle,32
reagent,31
retail,31
chemist,31
SARS,31
VV-ECMO,31
veno-venous,31
vv-ECMO,31
group,31
PPE,31
ERCC,31
EER,31
ERC,31
mechanical,31
lung,31
multicenter,30
donors',30
donors,30
summit,30
cluster,30
concern,30
executive,30
lifetime,30
Pledging,30
immune,29
nonpharmaceutical,29
Intervention,29
NPIs,29
self-isolation,29
AIID,29
zero,28
spatial,28
interaction,28
stockpiling,28
risk,28
escape,28
audioconferencing,28
IES,28
ESI,28
threat,28
laboratory,28
state,28
incubation,28
seasonal,28
POCT,27
NPT,27
bedside,27
ERP,27
Aid,27
Group,27
kit,27
nasopharyngeal,27
eradication,27
Resilience,27
index,26
non-clinical,26
grouped,26
Vaccines,26
GAVI,26
source,26
advisory,26
Finance,26
legislative,26
lavage,26
BAL,26
washing,26
exploration,26
API,26
ingredient,26
qualified,25
S-protein,25
work-sharing,25
redundancy,25
cytokine,25
JPA,25
procure,25
VAV,25
point,25
clearing,25
data,25
EWRS,24
early,24
prevention,24
diseases,24
Communicable,24
sensitivity,24
subject,24
formula,24
made,24
according,24
prescription,24
preparation,24
Benefit,24
mover,24
first-mover,24
FMA,24
rescEU,24
capacity,24
thermal,24
de-escalation,24
de-escalating,24
passive,24
STWA,24
remote,24
distributed,24
e-learning,24
non-medical,24
repair,24
anesthetic,23
anesthetics,23
anaesthetics,23
interstitium,23
space,23
adult,23
self-test,23
immunization,23
CRII,23
repayment,23
mortgage,23
information,23
infodemic,23
population,23
contact-tracing,23
apps,23
capsid,22
coat,22
high,22
clean,22
technology,22
technologies,22
cleantech,22
Communication,22
Task,22
Force,22
Accelerator,22
Solvency,22
specificity,21
webconference,21
web,21
virtual,21
analytical,21
DCP,21
blood,21
HSC,21
PEPP,21
‘green,21
lane’,21
crossing,21
lane,21
responder,21
Plus,21
CRII+,21
on-label,21
hazmat,21
decontamination,21
hazardous,21
materials,21
coverall,21
SARS-associated,20
machine,20
therapeutic,20
frontier-zone,20
everyday,20
preventive,20
barrier,20
gesture,20
supplies,20
Conference,20
Event,20
ICU,19
ITU,19
CCU,19
fiscal,19
CoV,19
prioritisation,19
rate,19
ARDS,19
MERS,19
natural,19
disaster,19
herd,19
with,19
convalescent,19
pneumology,19
pulmonology,19
user,18
large-volume,18
large,18
volume,18
value-added,18
added,18
antivirals,18
medication,18
cross-frontier,18
purchases,18
buying,18
bilateral,18
AMC,18
APC,18
Advanced,18
Market,18
Commitment,18
APAs,18
Executive,18
Steering,18
shortages,18
medicines,18
caused,18
events,18
steering,18
alternative,18
de-confinement,18
restrictive,18
deconfinement,18
shield,18
face-shield,18
products,18
comprehensive,18
non-legislative,18
corporate,17
CSPP,17
videoconference,17
videomeeting,17
videoconferencing,17
biosafety,17
BSL,17
trade,17
flow,17
excess,17
RBIS,17
false-negative,17
result,17
quarantine,17
Single,17
Point,17
Contact,17
SPOC,17
lay-user,16
person,16
Auditing,16
Oversight,16
Bodies,16
CEAOB,16
cross-immunity,16
cross-protection,16
teleconference,16
teleconferencing,16
nasal,16
sunset,16
provision,16
droplet,16
population-based,16
seroepidemiological,16
Clearing,16
Clearinghouse,16
elimination,16
Portal,16
virion,16
significant,16
increase,16
SICR,16
Kawasaki,16
resurgence,16
EU4Health,16
Union's,16
field,16
nucleic,16
acid,16
genetic,16
interferon,15
IFN,15
Monitoring,15
GPMB,15
Monitory,15
IMP,15
marketing,15
holder,15
MAH,15
imported,15
false-positive,15
PHEIC,15
flat,15
interleukin,15
interleukine,15
supply,15
route,15
economy,15
current,15
disposable,15
probability,15
default,15
plasm,15
REACT-EU,15
Cohesion,15
Territories,15
preparedness,14
abnormal,14
disinfection,14
ICSR,14
ICSRs,14
report,14
general,14
Pandemic,14
safeguard,14
station,14
spreader,14
World,14
Week,14
e-meeting,14
electronic,14
muscle,14
relaxant,14
myocardium,14
nation,14
independent,14
sentinel,14
physician,14
employment,14
vector,14
vector-based,14
national,14
Member,13
party,13
protein-based,13
peptide-based,13
panel,13
Advisory,13
Panel,13
visor,13
receptor,13
septic,13
shock,13
grade,13
nutrition,13
detection,13
Disease,13
IDFF,13
Financial,13
guarantee,13
fund,13
Pan-European,13
EGF,13
Strategic,13
RDT,13
inflammation,13
inflammatory,13
compassionate,13
hypoxia,13
myocarditis,13
Coalition,13
Epidemic,13
Innovations,13
CEPI,13
immunoglobulin,12
globuline,12
immuno-globulin,12
immunoglobin,12
virulence,12
envelope,12
Corona,12
stockpile,12
lock,12
down,12
potential,12
additional,12
claim,12
ACC,12
scanning,12
infrared,12
observational,12
Team,12
spillover,12
reusable,12
RAT,12
RADT,12
assay,12
throat,12
oropharyngeal,12
Data,12
storm,12
fabric,12
covering,12
epi,12
headroom,12
plasmaphaeresis,12
plasmapheresis,12
authorities,12
government,12
cardiomyopathy,11
antibody,11
wash,11
derivative,11
plasma-derived,11
flying,11
industry,11
i-SPOC,11
aspirate,11
HRP,11
GHRP,11
Access,11
Tools,11
ACT,11
patronage,11
voucher,11
cross-contamination,11
cross,11
contamination,11
SSI,11
U-shaped,11
V-shaped,11
enterprise,11
business,11
company,11
undertaking,11
self-testing,11
MSC,10
mesenchymal,10
stem,10
cell,10
unlikeliness,10
pay,10
probable,10
HCW,10
Coordinator,10
cases,10
mutual,10
recognition,10
MRP,10
PCR,10
RNA,10
extraction,10
human,10
hospital,10
participatory,10
surveillance,10
budding,10
ICM,10
CCM,10
CPZ,10
chlorpromazine,10
Pledge,10
Summit,10
Online,10
International,10
hypoxaemia,9
hypoxemia,9
ritonavir,9
chloroquine,9
ODL,9
contained,9
regional,9
symptom,9
COVID-19/Corona,9
Information,9
Borders,9
remdesivir,9
Veklury,9
Solidarity,9
hydroxychloroquine,9
EU+,9
area,9
communicability,9
(COVID-19),9
ERAvsCorona,9
Action,9
primary,9
ivermectin,9
recapitalisation,9
mature,9
tool,9
RRF,9
relevant,9
landscape,9
document,9
biological,8
seroconversion,8
<i>de,8
minimis</i>,8
Regulation,8
suppression,8
zoonotic,8
full-fledged,8
super,8
superspreader,8
shedding,8
silent,8
capsomere,8
Cas9,8
Kawasaki's,8
concerned,7
CMS,7
domain,7
platform,7
Immunisation,7
favipiravir,7
Monitor,6
reference,6
RMS,6
teacher,6
close,6
symptomatic,6
in-house,6
hypercytokinemia,6
CSS,6
Blood,6
EBA,6
Kawasaki-like,6
furlough,6
intermediate,6
genetically,6
modified,6
controlled,5
tract,5
DNA,5
human-to-human,5
person-to-person,5
droplets,5
undetected,5
undiagnosed,5
haemagglutinin-esterase,5
fusion,5
HEF,5
hemagglutinin-acetylesterase,5
CCP,5
threshold,5
air,5
local,5
Democracy,4
Human,4
Rights,4
nucleocapsid,4
pathogen,4
Statement,4
infections,4
functionality,4
intensivist,4
CRISPR,4
associated,4
compartmental,4
model,4
Toolbox,4
educator,4
number,4
challenge,3
airborne,3
receptor-binding,3
RBD,3
RBDs,3
secondary,3
passport,3
angiotensin-converting,3
enzyme,3
ACE2,3
KLD,3
pre-symptomatic,3
indirect,3
cornerstone,3
Universal,3
Coverage,3
Partnership,3
propagative,3
non-propagative,3
maximum,3
bridge,3
deaths,3
new,3
normal,3
fatality,3
IFR,3
COVID19´s,2
Impact,2
centre,2
center,2
sharing,2
Sharing,2
Public,2
verification,2
SDV,2
happy,2
dynamic,2
Database,2
Big,2
Test,2
Infrastructure,2
BDTI,2
service,2
nucleus,2
confirmation,2
vertical,2
airflow,2
CCTV,2
counting,2
algorithm,2
Common,2
toolbox,2
degradation,2
references,2
exceptional,2
change,2
process,2
ECMP,2
day,2
simplified,2
basic,2
restructuring,2
2,1
for,1
2019,1
sector,1
unit,1
and,1
the,1
of,1
communicable,1
VC,1
lay,1
level,1
on,1
Board,1
agent,1
open,1
to,1
EU,1
value,1
joint,1
up,1
partial,1
N,1
order,1
security,1
in,1
time,1
type,1
1,1
error,1
I,1
negative,1
II,1
a,1
frontier,1
audio,1
IL,1
extra,1
by,1
–,1
an,1
at,1
operation,1
context,1
operations,1
Equity,1
Growth,1
network,1
single,1
body,1
means,1
period,1
DL,1
towards,1
app,1
OP,1
NP,1
Loan,1
asset,1
assets,1
PD,1
9,1
size,1
CCS,1
KS,1
replenishment,1
heuristics,1
proximity,1
exposed,1
infected,1
exposure,1
alert,1
repeat,1
interrupted,1
k,1
K,1
Next,1
Generation,1
NextGenerationEU,1
acquired,1
specific,1
against,1
